name,type,object,version,zh_CN,ja_JP,en_US
skchr_glider_2,skchr,glider,2,振奋,リフレッシュ,Rouse
skchr_gnosis_1,skchr,gnosis,1,高速思考,思考加速,High-Speed Cogitation
skchr_gnosis_2,skchr,gnosis,2,零度爆发,ゼロバースト,Zero-Point Burst
skchr_gnosis_3,skchr,gnosis,3,失温症,ハイポサーミア,Hypothermia
skchr_grabds_1,skchr,grabds,1,竹笛飞声,吹笛遠鳴,Flute Flutter
skchr_grabds_2,skchr,grabds,2,乡音沉沉,郷愁を誘う子守歌,Hometown Lullaby
skchr_graceb_1,skchr,graceb,1,开颅挽歌,-,-
skchr_graceb_2,skchr,graceb,2,破膛弥撒,-,-
skchr_grani_2,skchr,grani,2,永不后退！,引かない！,Press the Attack!
skchr_gravel_1,skchr,gravel,1,影袭,スニークガード,Shadow Assault
skchr_gravel_2,skchr,gravel,2,鼠群,鼠の縄張り,Rat Swarm
skchr_greyy2_2,skchr,greyy2,2,晨曦信标,明けの明星,Beacon of Dawn
skchr_greyy_2,skchr,greyy,2,静电释放,帯電,Electrostatic Discharge
skchr_gvial2_1,skchr,gvial2,1,精准痛击,ピンポイントヒット,Precise Thrashing
skchr_gvial2_2,skchr,gvial2,2,链锯强袭,ブレイクラッシュ,Chainsaw Assault
skchr_gvial2_3,skchr,gvial2,3,丛林之魂,ジャングルソウル,Soul of the Jungle
skchr_gyuki_2,skchr,gyuki,2,恶鬼之力,悪鬼の力,Demonic Power
skchr_haak_1,skchr,haak,1,快速射击,高速射撃,Rapid Fire
skchr_haak_2,skchr,haak,2,爆发剂·γ型,劇性増強剤・γ,Type-γ Stimpack
skchr_haak_3,skchr,haak,3,爆发剂·榴莲味,劇性増強剤・ドリアン,Durian-Flavored Stimpack
skchr_haini_1,skchr,haini,1,迷惑性洋流图,惑わす海流図,Camouflaging Current Chart
skchr_haini_2,skchr,haini,2,阻滞性显色剂,遮断性発色剤,Release-retarding Chromogen
skchr_halo_1,skchr,halo,1,双端导流,ボルテージダブラー,Double Diversion
skchr_halo_2,skchr,halo,2,星束交汇,アストラルバースト,Starlight Intersection
skchr_hamoni_1,skchr,hamoni,1,轻巧舞步,舞は軽やかに,Lithe Steps
skchr_hamoni_2,skchr,hamoni,2,沉溺之灾,耽溺の結末,A Disastrous Drowning
skchr_harold_2,skchr,harold,2,重症优先,重体優先,Triage
skchr_hbisc2_2,skchr,hbisc2,2,抚业之触,業の救済,Nurturing Touch
skchr_headbr_2,skchr,headbr,2,乌萨斯战吼,ウルサスの雄叫び,Ursus's Roar
skchr_heidi_1,skchr,heidi,1,虚构故事·怒士,架空の物語・怒れる者,Tale of Fiction: A Warrior's Anger
skchr_heidi_2,skchr,heidi,2,虚构故事·锈城,架空の物語・錆びた城,Tale of Fiction: Rust
skchr_helage_1,skchr,helage,1,新月,新月,Crescent Moon
skchr_helage_2,skchr,helage,2,弦月,弦月,Half Moon
skchr_helage_3,skchr,helage,3,满月,満月,Full Moon
skchr_heyak_1,skchr,heyak,1,但为求索,探求せんがため,In Search of Reason
skchr_heyak_2,skchr,heyak,2,群星逶迤,星々のうねり,Meandering Stars
skchr_heyak_3,skchr,heyak,3,博览者的狂语,博識者の妄言,Well-Read Ravings
skchr_highmo_1,skchr,highmo,1,回首，断舍,懐古、別れ,Surrendrance from Hindsight
skchr_highmo_2,skchr,highmo,2,泡影，殆尽,泡沫、破滅,Evanescence from Paranoia
skchr_hmau_1,skchr,hmau,1,反制治疗,応急処置・受動,Treatment Countermeasure
skchr_hmau_2,skchr,hmau,2,反制医疗模式,医療態勢・受動,Medical Mode Countermeasure
skchr_hodrer_1,skchr,hodrer,1,重锋不熄,消えぬ炎刃,Unquenchable Front
skchr_hodrer_2,skchr,hodrer,2,余烬重荷,重たき余燼,Burden of Cinder and Ash
skchr_hodrer_3,skchr,hodrer,3,死境硝烟,死地の硝煙,Fog of War Upon Death's Door
skchr_horn_1,skchr,horn,1,照明榴弹,照明榴弾,Flare Grenade
skchr_horn_2,skchr,horn,2,暴风号令,テンペストオーダー,Tempest Command
skchr_horn_3,skchr,horn,3,终极防线,死地戦線,Ultimate Line of Defense
skchr_hpsts_1,skchr,hpsts,1,坚守模式,鉄壁の構え,Guardian Mode
skchr_hpsts_2,skchr,hpsts,2,武力模式,猛攻の構え,Combat Mode
skchr_hsguma_1,skchr,hsguma,1,战意,戦意昂揚,Warpath
skchr_hsguma_2,skchr,hsguma,2,荆棘,荊棘,Thorns
skchr_hsguma_3,skchr,hsguma,3,力之锯,般若,Saw of Strength
skchr_huang_1,skchr,huang,1,强力击·γ型,強撃γ,Power Strike γ
skchr_huang_2,skchr,huang,2,链锯延伸模块,鎖鋸拡張モジュール,Chainsaw Extension Module
skchr_huang_3,skchr,huang,3,沸腾爆裂,ボイリングバースト,Boiling Burst
skchr_humus_1,skchr,humus,1,固废切割,廃棄物処理,Solid Waste Cutting
skchr_humus_2,skchr,humus,2,高效处理,高効率作業,Efficient Processing
skchr_iana_1,skchr,iana,1,幻影诡雷,ミラージュマイン,Mirage Mine
skchr_iana_2,skchr,iana,2,全知者的战术,頭脳派の戦術,Omniscient Tactics
skchr_ifrit_1,skchr,ifrit,1,狂热,猛火,Fanaticism
skchr_ifrit_2,skchr,ifrit,2,炎爆,爆炎,Pyroclasm
skchr_ifrit_3,skchr,ifrit,3,灼地,灼獄,Scorched Earth
skchr_indigo_1,skchr,indigo,1,灯塔守卫者,導灯の守護者,Lighthouse Guardian
skchr_indigo_2,skchr,indigo,2,光影迷宫,光と影の迷路,Labyrinth of Light
skchr_ines_1,skchr,ines,1,淬影突袭,影纏う刃,Shadow Raid
skchr_ines_2,skchr,ines,2,暗夜无明,光亡き闇,Murky Night
skchr_ines_3,skchr,ines,3,独影归途,孤影の帰路,Solitary Return
skchr_inside_1,skchr,inside,1,“不惹麻烦”,「トラブル回避」,'Don't Invite Trouble'
skchr_inside_2,skchr,inside,2,“解决麻烦”,「トラブル解決」,'Problem Solver'
skchr_irene_1,skchr,irene,1,起风,舞風,Gust
skchr_irene_2,skchr,irene,2,裂潮,裂潮,Shattertide
skchr_irene_3,skchr,irene,3,判决,判決,Judgment
skchr_iris_1,skchr,iris,1,童话守卫者,童話の守り人,Fairytale Guardian
skchr_iris_2,skchr,iris,2,梦乡摇篮,夢想揺籃,Dreamland's Cradle
skchr_ironmn_1,skchr,ironmn,1,极致火力,ハイパーブースト,Extreme Firepower
skchr_ironmn_2,skchr,ironmn,2,高效补给,供給効率化システム,Efficient Resupply
skchr_ironmn_3,skchr,ironmn,3,铁钳号·原型机,鉄鉗号･プロトタイプ,Prototype of Feist's Metal Crab
skchr_jaksel_1,skchr,jaksel,1,给你一拳！,全力パンチ！,Grit Those Teeth!
skchr_jaksel_2,skchr,jaksel,2,全神贯注！,全神経集中！,Pay Close Attention!
skchr_jesca2_1,skchr,jesca2,1,坚守阵线,戦線維持,Hold the Line
skchr_jesca2_2,skchr,jesca2,2,掩蔽护卫,掩護弾幕,Covered Defense
skchr_jesca2_3,skchr,jesca2,3,饱和迸射,飽和射撃,Saturation Burst
skchr_jesica_1,skchr,jesica,1,强力击·β型,強撃β,Power Strike β
skchr_jesica_2,skchr,jesica,2,掩护烟幕,煙幕,Smokescreen
skchr_judge_1,skchr,judge,1,一锤定音,裁決のガベル,Last Word
skchr_judge_2,skchr,judge,2,坚心苦修,確固たる決意,Stoic Atonement
skchr_judge_3,skchr,judge,3,披荆斩棘,茨道を拓く,Trial of Thorns
skchr_kafka_1,skchr,kafka,1,怪异魔方,ミステリーキューブ,Cube of Absurdism
skchr_kafka_2,skchr,kafka,2,诡异剪刀,カオスシザーズ,Shears of Surrealism
skchr_kaitou_1,skchr,kaitou,1,镭射穿凿,レーザードリリング,Laser Cutter
skchr_kaitou_2,skchr,kaitou,2,热处理变色,ヒートエンハンスメント,Heat Treatment Discoloration
skchr_kalts_1,skchr,kalts,1,指令：结构加固,指令：構造強化,Command: Structural Fortification
skchr_kalts_2,skchr,kalts,2,指令：战术协同,指令：戦術連携,Command: Tactical Coordination
skchr_kalts_3,skchr,kalts,3,指令：熔毁,指令：メルトダウン,Command: Meltdown
skchr_kazema_1,skchr,kazema,1,纸艺·迅击,紙織・速攻,Origami Art - Swift Strike
skchr_kazema_2,skchr,kazema,2,纸艺·双影,紙織・双影,Origami Art - Twin Shadows
skchr_kirara_1,skchr,kirara,1,锚击,アンカークラッシュ,Anchor Strike
skchr_kirara_2,skchr,kirara,2,锚点捕捉,アンカーポイント,Anchor Point Snap
skchr_kjera_2,skchr,kjera,2,心随意动,心意のままに,Unrestrained Heart
skchr_kroos2_1,skchr,kroos2,1,无痕,無痕,Traceless
skchr_kroos2_2,skchr,kroos2,2,封喉,矢継ぎ早,Silencer
skchr_kroos_1,skchr,kroos,1,二连射·自动,2点・バースト,Double Tap - Auto
skchr_laios_1,skchr,laios,1,胆小剑助,臆病なケン助,Cowardly Kensuke
skchr_laios_2,skchr,laios,2,威吓战法,威嚇戦法,Intimidation Tactics
skchr_lasher_1,skchr,lasher,1,上紧发条,ゼンマイ巻き,Winding Up
skchr_lasher_2,skchr,lasher,2,权知轻重,天秤の持ち手,Weighing the Scales
skchr_lava2_1,skchr,lava2,1,焰淬匕首,フレイムエンチャント,Flame Quenched Dagger
skchr_lava2_2,skchr,lava2,2,狱火之环,プルガトリオ,Ring of Hellfire
skchr_leizi_2,skchr,leizi,2,初雷,初雷,Thunderclap
skchr_lemuen_1,skchr,lemuen,1,重逢问候,-,-
skchr_lemuen_2,skchr,lemuen,2,归乡邀约,-,-
skchr_lemuen_3,skchr,lemuen,3,礼炮·强制追思,-,-
skchr_lessng_1,skchr,lessng,1,强力击·γ型,強撃γ,Power Strike γ
skchr_lessng_2,skchr,lessng,2,虔修对决,苦行の縛り,Clash of the Faithful
skchr_lessng_3,skchr,lessng,3,苦修破誓,誓いの破棄,Oathbreaker
skchr_leto_2,skchr,leto,2,一呼百应,夏将軍の号令,Answer the Call
skchr_lin_1,skchr,lin,1,玲珑,玲瓏,Elegance
skchr_lin_2,skchr,lin,2,荫庇,木陰,Shelter
skchr_lin_3,skchr,lin,3,流光乍裂,流光炸裂,Riving Lighttails
skchr_ling_1,skchr,ling,1,重进酒,重ねて酒を進み,Sips of Wine
skchr_ling_2,skchr,ling,2,笑鸣瑟,笑いて瑟を鼓せ,Amidst Pleasant Melodies
skchr_ling_3,skchr,ling,3,宁作吾,寧ろ吾をなさん,To Remain Oneself
skchr_lionhd_2,skchr,lionhd,2,解构与爆破,弱点解析＆爆破,Deconstruct and Detonate
skchr_lisa_1,skchr,lisa,1,全力以赴,全身全霊,I'll Do My Best
skchr_lisa_2,skchr,lisa,2,儿时的舞乐,過ぎし日の舞,Childhood Frolic
skchr_lisa_3,skchr,lisa,3,狐火渺然,渺然たる狐火,Foxfire Haze
skchr_liskam_1,skchr,liskam,1,充能防御,チャージガード,Charged Defense
skchr_liskam_2,skchr,liskam,2,反击电弧,カウンターアーク,Counter Arc
skchr_lmlee_1,skchr,lmlee,1,小惩大诫,邪気退散,Stern Admonishment
skchr_lmlee_2,skchr,lmlee,2,驱凶辟邪,辟邪除災,Exorcise Evil
skchr_lmlee_3,skchr,lmlee,3,贵客盈门,千客万来,Honored Guest
skchr_logos_1,skchr,logos,1,殁亡,歿亡,Perish
skchr_logos_2,skchr,logos,2,提喻,提喩,Synecdoche
skchr_logos_3,skchr,logos,3,延异视阈,差延視界,Extended Acuity
skchr_lolxh_1,skchr,lolxh,1,掠光尾影,変化自在,Tail Afterimage
skchr_lolxh_2,skchr,lolxh,2,碎金为刃,金属操作,Broken Blade
skchr_lumen_1,skchr,lumen,1,沐雨,恵みの慈雨,"In Drizzle, Privation"
skchr_lumen_2,skchr,lumen,2,沛霖,清めの沛雨,"In Downpour, Grace"
skchr_lumen_3,skchr,lumen,3,灯火不灭,不滅の灯火,This Lantern Undying
skchr_lunacu_1,skchr,lunacu,1,狩猎时刻,狩猟開始,Time to Hunt
skchr_lunacu_2,skchr,lunacu,2,伏击之影,影に潜む狩人,Umbral Ambush
skchr_luton_1,skchr,luton,1,强力击·β型,強撃β,Power Strike β
skchr_luton_2,skchr,luton,2,强磁防卫,強磁場シールド,Magnetic Defense
skchr_malist_2,skchr,malist,2,神工意匠,マスターピース,Prodigious Craftsmanship
skchr_mantic_1,skchr,mantic,1,蝎毒,アジトキシン,Scorpion Venom
skchr_mantic_2,skchr,mantic,2,蓄力毒尾击,スコーピオンテール,Toxic Overload
skchr_marcil_1,skchr,marcil,1,才女的实力,才女の実力,A Top Student's Abilities
skchr_marcil_2,skchr,marcil,2,召唤使魔,使い魔召喚,Summon Familiar
skchr_marcil_3,skchr,marcil,3,爆破魔法,爆破魔法,Explosion Magic
skchr_mberry_1,skchr,mberry,1,治愈云雾,ヒーリングミスト,Healing Haze
skchr_mberry_2,skchr,mberry,2,安全区域,セーフティゾーン,Safe Zone
skchr_melnte_1,skchr,melnte,1,饱和脉冲,飽和パルス,Saturated Pulse
skchr_melnte_2,skchr,melnte,2,临界爆发,リミテッドバースト,Critical Burst
skchr_meteo_1,skchr,meteo,1,霰射弹头,散弾装填,Buckshot
skchr_meteo_2,skchr,meteo,2,高爆弹头,榴弾装填,High-Explosive Shell
skchr_mgllan_1,skchr,mgllan,1,高效制冷模块,フリーズモジュール,High-Efficiency Freezing Module
skchr_mgllan_2,skchr,mgllan,2,激光开采模块,レーザーモジュール,Laser Mining Module
skchr_mgllan_3,skchr,mgllan,3,武装打击模块,アサルトモジュール,Armed Combat Module
skchr_midn_1,skchr,midn,1,武器附魔·α型,エンチャントα,Enchant Weapon α
skchr_milu_1,skchr,milu,1,环境伪装,カモフラージュ,Camouflage
skchr_milu_2,skchr,milu,2,战术电台,爆撃要請,Tactical Transceiver
skchr_mint_1,skchr,mint,1,风语,風のささやき,Wind Whispers
skchr_mint_2,skchr,mint,2,聚能涡旋,スパイラルバースト,Swirling Vortex
skchr_mitm_1,skchr,mitm,1,遥控解体,リモートパージ,Remote Self-Destruct
skchr_mitm_2,skchr,mitm,2,承压功率,負荷テスト,Power Under Pressure
skchr_mizuki_1,skchr,mizuki,1,唤醒,呼び声,Awaken
skchr_mizuki_2,skchr,mizuki,2,囚徒困境,ジレンマ,Prisoner's Dilemma
skchr_mizuki_3,skchr,mizuki,3,镜花水月,鏡花水月,Moon in the Water
skchr_mlynar_1,skchr,mlynar,1,未声张的怒火,秘めたる怒り,Unvoiced Anger
skchr_mlynar_2,skchr,mlynar,2,未宽解的悲哀,癒えぬ悲しみ,Unresolved Sorrow
skchr_mlynar_3,skchr,mlynar,3,未照耀的荣光,輝かざる栄光,Unbrilliant Glory
skchr_mlyss_1,skchr,mlyss,1,渐进性润化,段階的湿潤化,Progressive Moisturization
skchr_mlyss_2,skchr,mlyss,2,生态耦合,生態系統結合,Ecological Interaction
skchr_mlyss_3,skchr,mlyss,3,浅层非熵适应,ノンエントロピー適応,Superficial Regulation
skchr_mm_1,skchr,mm,1,麻痹弹,ストップショット,Paralyzing Shell
skchr_mm_2,skchr,mm,2,束缚电击,スタンショック,Binding Shock
skchr_moeshd_1,skchr,moeshd,1,自动防御,防御態勢,Auto Defense
skchr_moeshd_2,skchr,moeshd,2,磁爆锤,テスラハンマー,Magnetic Hammer
skchr_monstr_1,skchr,monstr,1,策略：超压链接,-,-
skchr_monstr_2,skchr,monstr,2,策略：超负荷,-,-
skchr_monstr_3,skchr,monstr,3,策略：熔毁,-,-
skchr_morgan_1,skchr,morgan,1,街头好手,ストリートパンク,Professional Street Fighter
skchr_morgan_2,skchr,morgan,2,无畏招架,大胆不敵,Dauntless Resistance
skchr_mostma_2,skchr,mostma,2,荒时之锁,時荒びの黒き錠,Lock of Shattered Time
skchr_mostma_3,skchr,mostma,3,序时之匙,時闢きの白き鍵,Key of Chronology
skchr_mudrok_2,skchr,mudrok,2,岩崩锤,岩崩し,Crag Splitter
skchr_mudrok_3,skchr,mudrok,3,秽壤的血脉,悪土の血脈,Bloodline of Desecrated Earth
skchr_myrrh_1,skchr,myrrh,1,二重治疗,二重治療,Dual Healing
skchr_myrrh_2,skchr,myrrh,2,医疗力场,メディカルゾーン,Medic Field
skchr_myrtle_2,skchr,myrtle,2,治愈之翼,治癒の翅,Healing Wings
skchr_narant_1,skchr,narant,1,旋刃,旋刃,Whirling Blade
skchr_narant_2,skchr,narant,2,恶魇,悪夢,Nightmare
skchr_narant_3,skchr,narant,3,吞日,日喰,Sunswallower
skchr_ncdeer_1,skchr,ncdeer,1,人间降吉,人間降吉,Fortune Bringer of the Mortal Realm
skchr_ncdeer_2,skchr,ncdeer,2,仙山去远,仙山去遠,Return to the Immortal Mountain
skchr_nearl2_1,skchr,nearl2,1,灿焰长刃,夜に灯る白焔,Flaming Edge
skchr_nearl2_2,skchr,nearl2,2,逐夜烁光,闇を払う暁光,Night-Scouring Gleam
skchr_nearl2_3,skchr,nearl2,3,耀阳颔首,大地を照らす烈陽,Blazing Sun's Obeisance
skchr_nearl_1,skchr,nearl,1,急救,応急処置,First Aid
skchr_nearl_2,skchr,nearl,2,急救模式,救護態勢,First Aid Mode
skchr_necras_1,skchr,necras,1,噩愿,-,-
skchr_necras_2,skchr,necras,2,折朽,-,-
skchr_necras_3,skchr,necras,3,冠死以冕,-,-
skchr_nian_1,skchr,nian,1,锡灼,錫灼,Tin Burning
skchr_nian_2,skchr,nian,2,铜印,銅印,Copper Seal
skchr_nian_3,skchr,nian,3,铁御,鉄御,Iron Defense
skchr_nightm_1,skchr,nightm,1,灵魂汲取,ソウルドレイン,Drain Soul
skchr_nightm_2,skchr,nightm,2,夜魇魔影,ナイトシャドウ,Night Phantom
skchr_nights_2,skchr,nights,2,赤色之瞳,赤色の瞳,Crimson Eyes
skchr_noirc2_1,skchr,noirc2,1,居合拔刀气刃斩,居合抜刀気刃斬り,Iai Spirit Slash
skchr_noirc2_2,skchr,noirc2,2,气刃兜割,気刃兜割り,Spirit Helm Breaker
skchr_nothin_1,skchr,nothin,1,知难而退,引き際の心得,Cautious Retreat
skchr_nothin_2,skchr,nothin,2,阴晴圆缺,諸行無常,Wax and Wane
skchr_nowell_1,skchr,nowell,1,步履不停,-,-
skchr_nowell_2,skchr,nowell,2,生命不息,-,-
skchr_nymph_1,skchr,nymph,1,笞心击,心の笞刑,Strike of the Djall
skchr_nymph_2,skchr,nymph,2,怵然震爆,心の戦慄,Fear Blast
skchr_nymph_3,skchr,nymph,3,心防溃决,心の決壊,Crumbling Heart
skchr_odda_1,skchr,odda,1,火花溅射,散火槌,Sputterspark
skchr_odda_2,skchr,odda,2,锻锤之力,炎撃槌,Hammerforce
skchr_otter_1,skchr,otter,1,迷惑装置,攪乱装置,Bionic Device
skchr_otter_2,skchr,otter,2,爆破回收,ミーボ起爆,Detonate and Recycle
skchr_pallas_1,skchr,pallas,1,胜利的连击,勝敗分かつ連撃,Strikes of Victory
skchr_pallas_2,skchr,pallas,2,信念的长鞭,信念宿りし長鞭,Whip of Conviction
skchr_pallas_3,skchr,pallas,3,英勇的祝福,勇士に捧ぐ祝福,Blessing of Heroism
skchr_panda_1,skchr,panda,1,铁意六合,鉄意六合拳,Raging Iron Fist
skchr_panda_2,skchr,panda,2,崩拳式,崩拳,Destructive Fist
skchr_papyrs_1,skchr,papyrs,1,巧思乍现,「ひらめいた！」,Flash of Ingenuity
skchr_papyrs_2,skchr,papyrs,2,临考发挥,「なるようになれー！」,Pre-Exhibit Examination
skchr_pasngr_1,skchr,pasngr,1,电能之触,エレキチェーン,Touch of Static
skchr_pasngr_2,skchr,pasngr,2,聚焦指令,フォーカスオーダー,Focus Command
skchr_pasngr_3,skchr,pasngr,3,辉煌裂片,ルミナスフラグメンツ,Glorious Shards
skchr_peacok_1,skchr,peacok,1,断罪,断罪,Judgment
skchr_peacok_2,skchr,peacok,2,创世纪,創世記,Genesis
skchr_pepe_1,skchr,pepe,1,盖戳！,ぺったん！,Get Stamped!
skchr_pepe_2,skchr,pepe,2,阻遏混乱锤,トラブル解決術,Whirling Hammer Defense
skchr_pepe_3,skchr,pepe,3,时光震荡,時の激震,Shock of Time
skchr_peper_2,skchr,peper,2,同伴意识,仲間意識,Camaraderie
skchr_phatom_1,skchr,phatom,1,暗夜魅影,闇夜の影法師,Phantom of the Night
skchr_phatom_2,skchr,phatom,2,血色乐章,血染めの楽章,Bloody Opus
skchr_phatom_3,skchr,phatom,3,夜幕突袭,襲来の悪夢,Night Raid
skchr_phenxi_1,skchr,phenxi,1,“你须直面”,「直視せよ」,'Provocate'
skchr_phenxi_2,skchr,phenxi,2,“你须愧悔”,「慚愧せよ」,'Paenitete'
skchr_phenxi_3,skchr,phenxi,3,“你须偿还”,「償還せよ」,'Reponite'
skchr_philae_1,skchr,philae,1,灵河护佑,霊河の加護,Blessing of the River of Life
skchr_philae_2,skchr,philae,2,冥河诅咒,冥河の呪詛,Curse of the River of Death
skchr_pianst_1,skchr,pianst,1,纷飞十指,超絶技巧,Fingerfertigkeit
skchr_pianst_2,skchr,pianst,2,曲惊四座,万雷の喝采,Meisterwerk
skchr_pinecn_1,skchr,pinecn,1,RMA长钉,RMAスパイク,RMA Spikes
skchr_pinecn_2,skchr,pinecn,2,电能过载,過負荷駆動,Electrical Overcharge
skchr_platnm_2,skchr,platnm,2,天马视域,ペガサスアイ,Pegasian Sight
skchr_plosis_2,skchr,plosis,2,脑啡肽,エンケファリン,Enkephalin
skchr_poca_2,skchr,poca,2,分裂射击,スプリットショット,Split Shot
skchr_poca_3,skchr,poca,3,雪崩击,ラヴィーナシュート,Avalanche Breaker
skchr_podego_1,skchr,podego,1,花香疗法,アロマセラピー,Aromatherapy
skchr_podego_2,skchr,podego,2,孢子扩散,胞子飛散,Spread Spores
skchr_prove_1,skchr,prove,1,狼眼,ウルフアイ,Wolf's Eye
skchr_prove_2,skchr,prove,2,杀戮嗅觉,鮮血の匂い,Prey Seeker
skchr_provs_1,skchr,provs,1,纠纷起诉,訴訟提起,Dispute Litigation
skchr_provs_2,skchr,provs,2,致胜立论,論理展開,Prevailing Argument
skchr_pudd_2,skchr,pudd,2,扩散电流,電子流拡散,Diffusion Current
skchr_puzzle_1,skchr,puzzle,1,关键线索,証拠追跡,Key Clue
skchr_puzzle_2,skchr,puzzle,2,疑点追踪,徹底追及,Follow a Lead
skchr_qanik_1,skchr,qanik,1,冻风,吹きすさぶ凍風,Frigid Wind
skchr_qanik_2,skchr,qanik,2,坠雪,駆けのぼる氷雪,Falling Snow
skchr_qiubai_1,skchr,qiubai,1,留羽,留羽,Halting Feather
skchr_qiubai_2,skchr,qiubai,2,承影,承影,Holding Shadow
skchr_qiubai_3,skchr,qiubai,3,问雪,問雪,Questioning Snow
skchr_quartz_2,skchr,quartz,2,全力相搏,フルスイング,All-Out Clash
skchr_quercu_1,skchr,quercu,1,大地的慈悲,大地の慈悲,Earth's Benevolence
skchr_quercu_2,skchr,quercu,2,生灵的回响,生命の木霊,Echo of Life
skchr_ray_1,skchr,ray,1,脱身矢,スラストショット,Parting Shot
skchr_ray_2,skchr,ray,2,广域警觉,広域警戒,Area Overwatch
skchr_ray_3,skchr,ray,3,“得见光芒”,「求めた光」,'See the Light'
skchr_rdoc_1,skchr,rdoc,1,以暴制暴,カウンターバイオレンス,Violent Response
skchr_rdoc_2,skchr,rdoc,2,激素手枪,スティムピストル,Stim Pistol
skchr_red_1,skchr,red,1,处决模式,処刑の構え,Execution Mode
skchr_red_2,skchr,red,2,狼群,群狼,Wolfpack
skchr_reed2_2,skchr,reed2,2,枯荣共息,盛衰を共に,Wither and Thrive
skchr_reed2_3,skchr,reed2,3,生命火种,命の火種,Ember of Life
skchr_rfalcn_2,skchr,rfalcn,2,醉刃乱舞,醉刃乱舞,Drunken Bladedance
skchr_rfrost_1,skchr,rfrost,1,陷阱部署,トラップセット,Trap Deployment
skchr_rfrost_2,skchr,rfrost,2,击倒猎物,リーサルパシュート,Incapacitated Prey
skchr_rmixer_1,skchr,rmixer,1,铳骑主考官,-,-
skchr_rmixer_2,skchr,rmixer,2,八臂电锯侠,-,-
